speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises,opportunities_to_respond_instance_id,wait_times_instance_id,presses_for_explanation_instance_id,open_ended_questions_instance_id,praises_instance_id,behavior_specific_praises_instance_id,academic_specific_praises_instance_id
student,0m 0s,0m 1s,[Untranscribed],1.44,0.0,1.44,0,,,,,,,,0,0,0,0,0,0,0
teacher,0m 1s,0m 4s,"Okay, we're going to be talking today about body language.",3.52,1.44,4.96,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 4s,0m 5s,,0.96,4.96,5.92,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 5s,0m 9s,So a lot of body language.,3.68,5.92,9.6,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 9s,0m 16s,"We don't even think about what we're communicating, but we're going to talk today about the message that we send with.",7.04,9.6,16.64,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 16s,0m 16s,,0.32,16.64,16.96,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 16s,0m 18s,With our body language.,1.28,16.96,18.24,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 18s,0m 22s,"So body language includes gestures, which is like, no, no, no.",4.32,18.24,22.56,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 22s,0m 23s,,0.8,22.56,23.36,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 23s,0m 23s,Right.,0.32,23.36,23.68,1,,,,,,,,0,0,0,0,0,0,0
teacher,0m 23s,0m 26s,Those are gestures that we just understand physically.,2.67,23.68,26.35,1,,,,,,,,0,0,0,0,0,0,0
student,0m 26s,0m 28s,[Untranscribed],1.75,26.35,28.1,2,,,,,,,,0,0,0,0,0,0,0
teacher,0m 28s,0m 29s,"Posture, the way that we.",1.36,28.1,29.46,3,,,,,,,,0,0,0,0,0,0,0
teacher,0m 29s,0m 29s,,0.4,29.46,29.86,3,,,,,,,,0,0,0,0,0,0,0
teacher,0m 29s,0m 31s,The way that we carry ourselves.,1.6,29.86,31.46,3,,,,,,,,0,0,0,0,0,0,0
teacher,0m 31s,0m 32s,,0.72,31.46,32.18,3,,,,,,,,0,0,0,0,0,0,0
teacher,0m 32s,0m 33s,Head and hand movements like.,1.76,32.18,33.94,3,,,,,,,,0,0,0,0,0,0,0
student,0m 33s,0m 35s,[Untranscribed],1.68,33.94,35.62,4,,,,,,,,0,0,0,0,0,0,0
teacher,0m 35s,0m 36s,Right.,0.4,35.62,36.02,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 36s,0m 36s,,0.32,36.02,36.34,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 36s,0m 37s,And whole body movements.,1.44,36.34,37.78,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 37s,0m 38s,,0.4,37.78,38.18,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 38s,0m 46s,"So Mae west, who is a famous actress, said, I speak two languages, body and English.",8.08,38.18,46.26,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 46s,0m 46s,,0.72,46.26,46.98,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 46s,0m 51s,So she's got her body language and English.,4.96,46.98,51.94,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 51s,0m 53s,,1.23,51.94,53.17,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 53s,0m 57s,So there's a lot that we don't say but that we communicate.,4.56,53.17,57.73,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 57s,0m 58s,,0.96,57.73,58.69,5,,,,,,,,0,0,0,0,0,0,0
teacher,0m 58s,1m 7s,"So for example, this girl who has everything closed off, we might suspect that she has something to hide.",9.04,58.69,67.73,5,,,,,,,,0,0,0,0,0,0,0
teacher,1m 7s,1m 8s,,0.399,67.73,68.129,5,,,,,,,,0,0,0,0,0,0,0
teacher,1m 8s,1m 8s,Right.,0.401,68.129,68.53,5,,,,,,,,0,0,0,0,0,0,0
teacher,1m 8s,1m 8s,,0.24,68.53,68.77,5,,,,,,,,0,0,0,0,0,0,0
teacher,1m 8s,1m 13s,That she's not open to communicating or listening to what you have to say.,4.4,68.77,73.17,5,,,,,,,,0,0,0,0,0,0,0
student,1m 13s,1m 14s,[Untranscribed],1.2,73.17,74.37,6,,,,,,,,0,0,0,0,0,0,0
teacher,1m 14s,1m 18s,Sunglasses kind of give off a I'm too cool vibe.,4.48,74.37,78.85,7,,,,,,,,0,0,0,0,0,0,0
teacher,1m 18s,1m 18s,,0.08,78.85,78.93,7,,,,,,,,0,0,0,0,0,0,0
teacher,1m 18s,1m 19s,Right.,0.4,78.93,79.33,7,,,,,,,,0,0,0,0,0,0,0
teacher,1m 19s,1m 22s,,3.29,79.33,82.62,7,,,,,,,,0,0,0,0,0,0,0
teacher,1m 22s,1m 23s,Standing.,0.56,82.62,83.18,7,,,,,,,,0,0,0,0,0,0,0
student,1m 23s,1m 24s,[Untranscribed],1.614,83.18,84.794,8,,,,,,,,0,0,0,0,0,0,0
teacher,1m 24s,1m 25s,,1.186,84.794,85.98,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 25s,1m 30s,"So he's looking kind of insecure, looking from the side of the face.",4.72,85.98,90.7,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 30s,1m 31s,Right.,0.32,90.7,91.02,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 31s,1m 36s,"Instead of looking at you straight on here, she has a smiling face.",5.76,91.02,96.78,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 36s,1m 41s,She's turned toward the person and is ready to receive a message.,4.48,96.78,101.26,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 41s,1m 42s,,1.28,101.26,102.54,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 42s,1m 49s,"Especially if we have our hands on our hips and our feet are apart, this is kind of an intimidating, watch out for me pose.",7.09,102.54,109.63,9,,,,,,,,0,0,0,0,0,0,0
teacher,1m 49s,1m 49s,,0.038,109.63,109.668,9,,,,,,,,0,0,0,0,0,0,0
silence,1m 49s,1m 52s,,3.242,109.668,112.91,10,,,,,,,,0,0,0,0,0,0,0
teacher,1m 52s,1m 54s,So you can see by.,1.12,112.91,114.03,11,,,,,,,,0,0,0,0,0,0,0
teacher,1m 54s,1m 54s,,0.72,114.03,114.75,11,,,,,,,,0,0,0,0,0,0,0
teacher,1m 54s,2m 6s,So body movements can be used to reinforce or emphasize what a person is saying and also offer information about the emotions and attitudes of a person.,11.68,114.75,126.43,11,,,,,,,,0,0,0,0,0,0,0
teacher,2m 6s,2m 7s,,0.64,126.43,127.07,11,,,,,,,,0,0,0,0,0,0,0
teacher,2m 7s,2m 12s,"However, it's also possible for body movements to conflict with what is said.",5.1,127.07,132.17,11,,,,,,,,0,0,0,0,0,0,0
student,2m 12s,2m 13s,[Untranscribed],1.12,132.17,133.29,12,,,,,,,,0,0,0,0,0,0,0
teacher,2m 13s,2m 22s,"So sometimes we say what we think the other person wants to hear, but then our body language is saying something different.",9.2,133.29,142.49,13,,,,,,,,0,0,0,0,0,0,0
student,2m 22s,2m 23s,[Untranscribed],1.012,142.49,143.502,14,,,,,,,,0,0,0,0,0,0,0
silence,2m 23s,2m 25s,,1.788,143.502,145.29,15,,,,,,,,0,0,0,0,0,0,0
teacher,2m 25s,2m 26s,"Okay, gestures.",1.04,145.29,146.33,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 26s,2m 27s,,0.72,146.33,147.05,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 27s,2m 30s,So first we have a few different types of gestures.,3.44,147.05,150.49,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 30s,2m 30s,,0.48,150.49,150.97,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 30s,2m 32s,First is emblems.,1.2,150.97,152.17,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 32s,2m 36s,Gestures that serve the same function as a word are called emblems.,4.72,152.17,156.89,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 36s,2m 37s,,0.52,156.89,157.41,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 37s,2m 40s,"So if I asked you, what is the gesture for?",3.44,157.41,160.85,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 40s,2m 41s,Okay.,0.56,160.85,161.41,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 41s,2m 42s,,1.12,161.41,162.53,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 42s,2m 42s,Right.,0.36,162.53,162.89,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 42s,2m 43s,We have our.,0.68,162.89,163.57,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 43s,2m 44s,,0.48,163.57,164.05,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 44s,2m 46s,"Okay, right.",2.0,164.05,166.05,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 46s,2m 46s,,0.32,166.05,166.37,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 46s,2m 48s,That we kind of all know that that's.,2.24,166.37,168.61,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 48s,2m 49s,,0.48,168.61,169.09,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 49s,2m 52s,"You know, we might give someone an emoji on their phone.",3.12,169.09,172.21,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 52s,2m 52s,,0.48,172.21,172.69,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 52s,2m 53s,Ok.,0.48,172.69,173.17,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 53s,2m 53s,,0.16,173.17,173.33,16,,,,,,,,0,0,0,0,0,0,0
teacher,2m 53s,3m 6s,"Instead of writing out, okay, if we wanted someone to come here, come over here, what would you do with one finger, a whole hand, right?",12.89,173.33,186.22,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 6s,3m 6s,,0.32,186.22,186.54,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 6s,3m 13s,"Oh, that one was you here now.",7.28,186.54,193.82,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 13s,3m 14s,,0.24,193.82,194.06,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 14s,3m 14s,Right?,0.4,194.06,194.46,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 14s,3m 15s,,0.56,194.46,195.02,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 15s,3m 20s,"So we can give the command or just like, hey, come here, come be our friend.",5.6,195.02,200.62,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 20s,3m 20s,,0.16,200.62,200.78,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 20s,3m 21s,Right?,0.4,200.78,201.18,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 21s,3m 21s,,0.24,201.18,201.42,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 21s,3m 29s,"But we have those, those simple gestures that communicate with our hands.",7.6,201.42,209.02,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 29s,3m 29s,,0.79,209.02,209.81,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 29s,3m 34s,"So if you wanted to hitch a ride, if you were a hitchhiker, what would you do?",4.48,209.81,214.29,16,1.0,,,,,,,1,0,0,0,0,0,0
teacher,3m 34s,3m 34s,,0.24,214.29,214.53,16,,,,,,,,0,0,0,0,0,0,0
teacher,3m 34s,3m 35s,"Yeah, thumb out.",0.84,214.53,215.37,16,,,,,,,,0,0,0,0,0,0,0
student,3m 35s,3m 37s,You gotta get your thumb all the way back.,2.04,215.37,217.41,17,,,,,,,,0,0,0,0,0,0,0
student,3m 37s,3m 40s,,3.28,217.41,220.69,17,,,,,,,,0,0,0,0,0,0,0
teacher,3m 40s,3m 41s,Okay.,0.52,220.69,221.21,18,,,,,,,,0,0,0,0,0,0,0
teacher,3m 41s,3m 49s,So be aware that gestures like this are not internationally the same.,8.52,221.21,229.73,18,,,,,,,,0,0,0,0,0,0,0
student,3m 49s,3m 51s,[Untranscribed],1.92,229.73,231.65,19,,,,,,,,0,0,0,0,0,0,0
