speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises,opportunities_to_respond_instance_id,wait_times_instance_id,presses_for_explanation_instance_id,open_ended_questions_instance_id,praises_instance_id,behavior_specific_praises_instance_id,academic_specific_praises_instance_id
teacher,0m 0s,0m 0s,,0.48,0.0,0.48,0,,,,,,,,0,0,0,0,0,0,0
teacher,0m 0s,0m 3s,"You can just put it over there on the, on the table.",2.56,0.48,3.04,0,,,,,,,,0,0,0,0,0,0,0
group,0m 3s,0m 7s,[Untranscribed],4.16,3.04,7.2,1,,,,,,,,0,0,0,0,0,0,0
student,0m 7s,0m 8s,Put on my desk or that table.,1.44,7.2,8.64,2,,,,,,,,0,0,0,0,0,0,0
teacher,0m 8s,0m 9s,Or that.,0.48,8.64,9.12,3,,,,,,,,0,0,0,0,0,0,0
teacher,0m 9s,0m 10s,,0.88,9.12,10.0,3,,,,,,,,0,0,0,0,0,0,0
student,0m 10s,0m 14s,[Untranscribed],4.48,10.0,14.48,4,,,,,,,,0,0,0,0,0,0,0
teacher,0m 14s,0m 22s,"Okay, so what is a claim?",7.76,14.48,22.24,5,1.0,,,,,,,1,0,0,0,0,0,0
teacher,0m 22s,0m 22s,,0.268,22.24,22.508,5,,,,,,,,0,0,0,0,0,0,0
silence,0m 22s,0m 24s,,1.991,22.508,24.5,6,,,,,,,,0,0,0,0,0,0,0
student,0m 24s,0m 24s,,0.3,24.5,24.8,7,,,,,,,,0,0,0,0,0,0,0
student,0m 24s,0m 25s,Something.,0.4,24.8,25.2,7,,,,,,,,0,0,0,0,0,0,0
student,0m 25s,0m 25s,,0.77,25.2,25.97,7,,,,,,,,0,0,0,0,0,0,0
student,0m 25s,0m 26s,A coin.,0.64,25.97,26.61,7,,,,,,,,0,0,0,0,0,0,0
student,0m 26s,0m 27s,,0.4,26.61,27.01,7,,,,,,,,0,0,0,0,0,0,0
teacher,0m 27s,0m 29s,What A coin.,2.24,27.01,29.25,8,,,,,,,,0,0,0,0,0,0,0
teacher,0m 29s,0m 30s,,0.8,29.25,30.05,8,,,,,,,,0,0,0,0,0,0,0
teacher,0m 30s,0m 31s,What is a claim in bird.,1.52,30.05,31.57,8,1.0,,,,,,,2,0,0,0,0,0,0
teacher,0m 31s,0m 34s,"And when you're doing it, claim evidence freezing.",2.48,31.57,34.05,8,1.0,,,,,,,2,0,0,0,0,0,0
teacher,0m 34s,0m 34s,,0.457,34.05,34.507,8,,,,,,,,0,0,0,0,0,0,0
silence,0m 34s,0m 40s,,6.362,34.507,40.868,9,,,,,,,,0,0,0,0,0,0,0
student,0m 40s,0m 43s,[Untranscribed],2.542,40.868,43.41,10,,,,,,,,0,0,0,0,0,0,0
teacher,0m 43s,0m 46s,"Well, you're trying to, you're trying to answer a question, right?",2.72,43.41,46.13,11,,,,,,,,0,0,0,0,0,0,0
teacher,0m 46s,0m 48s,You're stating your opinion about that question.,2.0,46.13,48.13,11,,,,,,,,0,0,0,0,0,0,0
teacher,0m 48s,0m 48s,,0.08,48.13,48.21,11,,,,,,,,0,0,0,0,0,0,0
student,0m 48s,0m 48s,Sure.,0.36,48.21,48.57,12,,,,,,,,0,0,0,0,0,0,0
student,0m 48s,0m 50s,I don't think it's the right date.,1.6,48.57,50.17,12,,,,,,,,0,0,0,0,0,0,0
student,0m 50s,0m 50s,It says nine.,0.76,50.17,50.93,12,,,,,,,,0,0,0,0,0,0,0
student,0m 50s,0m 53s,,2.24,50.93,53.17,12,,,,,,,,0,0,0,0,0,0,0
teacher,0m 53s,0m 54s,"Yeah, I can review my process.",1.52,53.17,54.69,13,,,,,,,,0,0,0,0,0,0,0
student,0m 54s,0m 56s,[Untranscribed],2.18,54.69,56.87,14,,,,,,,,0,0,0,0,0,0,0
teacher,0m 56s,0m 58s,Why am I changing that for today?,1.36,56.87,58.23,15,1.0,,,,,,,3,0,0,0,0,0,0
student,0m 58s,1m 1s,[Untranscribed],3.68,58.23,61.91,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 1s,1m 3s,It is the answer to the question.,1.6,61.91,63.51,17,,,,,,,,0,0,0,0,0,0,0
teacher,1m 3s,1m 3s,,0.16,63.51,63.67,17,,,,,,,,0,0,0,0,0,0,0
teacher,1m 3s,1m 5s,"So whatever question there is, you need to answer it.",2.32,63.67,65.99,17,,,,,,,,0,0,0,0,0,0,0
teacher,1m 5s,1m 6s,,0.88,65.99,66.87,17,,,,,,,,0,0,0,0,0,0,0
teacher,1m 6s,1m 7s,Kay.,0.56,66.87,67.43,17,,,,,,,,0,0,0,0,0,0,0
teacher,1m 7s,1m 7s,,0.32,67.43,67.75,17,,,,,,,,0,0,0,0,0,0,0
student,1m 7s,1m 8s,Did you know it's 9 11.,1.2,67.75,68.95,18,,,,,,,,0,0,0,0,0,0,0
student,1m 8s,1m 9s,,0.88,68.95,69.83,18,,,,,,,,0,0,0,0,0,0,0
teacher,1m 9s,1m 10s,Remember last time?,1.04,69.83,70.87,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 10s,1m 11s,,0.8,70.87,71.67,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 11s,1m 13s,Turn a little bit so you're paying attention.,2.24,71.67,73.91,19,,,,,,,,0,0,0,0,0,0,0
